Company,TypeName,Inches,Ram,Weight,Touchscreen,IPS,PPI,Cpu_brand,HDD,SSD,Gpu_brand,Gpu_name,OpSys,Price
Dell,2 in 1 Convertible,12.5,64,2.91,0,0,157.8,Intel Core i7,0,128,Intel Integrated,Intel UHD Graphics,Windows,113000.0
HP,Gaming,13.0,16,1.78,0,0,123.0,AMD Ryzen 7,0,256,Intel Integrated,Intel UHD Graphics,Windows,74500.0
Lenovo,Gaming,14.8,8,1.72,1,0,151.6,AMD Ryzen 7,0,1024,Nvidia GeForce,Nvidia GeForce GTX 1650,Linux,95000.0
Lenovo,Notebook,13.1,8,2.23,0,1,143.7,Intel Core i5,0,1024,Intel Integrated,Intel UHD Graphics,Linux,59900.0
Acer,Gaming,12.5,32,2.12,0,0,104.5,Intel Core i3,0,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,80500.0
Asus,Notebook,12.8,4,1.93,1,0,122.9,Intel Core i5,500,512,Intel Integrated,Intel UHD Graphics,Windows,45100.0
Asus,2 in 1 Convertible,12.6,8,2.81,1,1,190.5,Intel Core i5,500,512,Intel Integrated,Intel UHD Graphics,Mac,58400.0
Dell,Notebook,14.6,8,2.29,0,0,213.9,Intel Core i7,500,256,Nvidia GeForce,Nvidia GeForce MX450,Windows,65100.0
Dell,Notebook,12.2,32,1.33,0,1,141.4,Intel Core i3,0,128,Intel Integrated,Intel Iris Xe Graphics,No OS,60800.0
Apple,Gaming,15.7,16,2.9,0,0,119.6,AMD Ryzen 5,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,118000.0
Acer,Notebook,14.8,16,2.44,0,0,151.6,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce RTX 3050,No OS,65600.0
HP,2 in 1 Convertible,16.2,16,2.29,0,1,160.2,Intel Core i3,1024,256,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,69200.0
Dell,Notebook,13.8,8,1.88,1,0,205.4,Intel Core i7,0,256,Intel Integrated,Intel UHD Graphics,Windows,62900.0
HP,Notebook,13.7,32,2.32,0,1,123.9,Intel Core i5,0,1024,Intel Integrated,Intel Iris Xe Graphics,No OS,74800.0
Dell,Ultrabook,17.2,16,1.46,0,0,162.4,Intel Core i3,0,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,71600.0
Asus,Netbook,15.0,4,1.24,1,0,111.0,Intel Core i7,500,512,Intel Integrated,Intel Iris Xe Graphics,Windows,60700.0
Lenovo,Gaming,14.9,16,1.57,0,0,114.0,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,95700.0
Asus,Gaming,15.5,8,1.13,0,0,154.0,AMD Ryzen 7,1024,256,Intel Integrated,Intel Iris Xe Graphics,Windows,79400.0
Acer,Notebook,16.7,4,2.63,1,1,161.5,Intel Core i5,0,2048,AMD Radeon,AMD Radeon Vega 8,Windows,75000.0
Asus,Notebook,12.7,32,2.5,0,0,125.7,Intel Core i5,0,256,AMD Radeon,AMD Radeon RX 6600M,Windows,81700.0
HP,Notebook,16.6,8,2.04,0,1,147.7,Intel Core i7,2048,256,Intel Integrated,Intel Iris Xe Graphics,Windows,70900.0
MSI,Ultrabook,14.7,8,1.8,1,1,194.5,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,82300.0
Acer,Ultrabook,14.5,16,2.24,0,1,148.9,Intel Core i5,0,128,Intel Integrated,Intel UHD Graphics,Windows,63100.0
Asus,Notebook,12.5,8,1.23,0,1,205.8,AMD Ryzen 5,0,512,Intel Integrated,Intel Iris Xe Graphics,No OS,59500.0
HP,Gaming,12.0,32,2.67,0,1,194.4,Intel Core i7,0,256,Intel Integrated,Intel UHD Graphics,Windows,93700.0
HP,Ultrabook,14.5,8,2.73,0,1,203.1,Intel Core i7,500,512,Intel Integrated,Intel UHD Graphics,Windows,73500.0
Lenovo,Ultrabook,15.8,32,2.11,0,0,165.0,Intel Core i5,500,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,99200.0
Dell,Notebook,14.6,16,1.57,0,0,128.1,Intel Core i5,500,2048,AMD Radeon,AMD Radeon RX 6600M,Mac,84500.0
Lenovo,Gaming,12.8,8,2.14,0,0,213.4,Intel Core i7,1024,512,Intel Integrated,Intel Iris Xe Graphics,Windows,90800.0
HP,Notebook,16.7,8,2.06,0,0,195.1,Intel Core i3,500,512,AMD Radeon,AMD Radeon RX 6500M,Windows,54600.0
Acer,2 in 1 Convertible,14.4,8,2.6,0,0,202.6,AMD Ryzen 5,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,57800.0
HP,Notebook,11.8,16,1.45,0,1,165.5,AMD Ryzen 7,0,512,Nvidia GeForce,Nvidia GeForce RTX 3060,No OS,73900.0
HP,Notebook,13.7,4,1.8,0,1,178.8,Intel Core i7,0,128,Nvidia GeForce,Nvidia GeForce MX450,Windows,60800.0
Asus,Notebook,12.2,4,2.2,0,0,162.5,Intel Core i5,1024,512,Intel Integrated,Intel UHD Graphics,Windows,46000.0
Dell,2 in 1 Convertible,15.9,32,2.54,0,1,206.7,Intel Core i7,0,512,AMD Radeon,AMD Radeon Vega 8,Windows,97800.0
HP,Ultrabook,12.7,16,2.74,1,1,189.5,Intel Core i7,0,512,Intel Integrated,Intel UHD Graphics,Windows,82800.0
Asus,Notebook,17.0,16,1.72,0,0,183.4,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,83000.0
MSI,Gaming,16.0,16,1.39,0,0,131.7,Intel Core i5,1024,1024,AMD Radeon,AMD Radeon RX 6500M,Windows,100900.0
Apple,Notebook,16.7,64,2.67,1,0,169.2,Intel Core i3,2048,128,Intel Integrated,Intel UHD Graphics,Mac,132300.0
Asus,Notebook,14.3,16,1.68,0,1,207.0,AMD Ryzen 5,0,512,Intel Integrated,Intel UHD Graphics,Windows,67900.0
Dell,2 in 1 Convertible,15.1,16,2.29,1,1,169.7,AMD Ryzen 7,0,1024,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,102600.0
Lenovo,2 in 1 Convertible,13.8,8,2.28,0,0,153.2,Intel Core i5,0,1024,Nvidia GeForce,Nvidia GeForce RTX 3050,No OS,70200.0
Apple,Notebook,16.9,16,1.2,0,1,108.4,Intel Core i7,1024,512,Intel Integrated,Intel Iris Xe Graphics,Windows,117700.0
Lenovo,Gaming,16.4,8,1.14,0,1,184.0,AMD Ryzen 5,2048,1024,AMD Radeon,AMD Radeon RX 6500M,Windows,91000.0
HP,2 in 1 Convertible,14.9,16,1.77,0,0,150.8,Intel Core i3,1024,512,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,68000.0
Apple,2 in 1 Convertible,12.7,16,1.64,1,1,103.6,AMD Ryzen 5,2048,512,AMD Radeon,AMD Radeon RX 6600M,Mac,117600.0
Lenovo,Notebook,15.4,32,1.68,0,1,149.9,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,91100.0
Lenovo,Netbook,12.5,8,1.12,0,0,175.7,Intel Core i5,1024,128,Intel Integrated,Intel Iris Xe Graphics,Windows,45800.0
HP,2 in 1 Convertible,12.5,4,2.02,0,1,196.5,Intel Core i3,0,512,Intel Integrated,Intel UHD Graphics,Windows,52000.0
Dell,2 in 1 Convertible,14.1,64,1.85,0,0,143.7,Intel Core i5,0,256,Nvidia GeForce,Nvidia GeForce MX450,Linux,107700.0
Acer,Netbook,16.7,8,1.47,0,1,159.1,Intel Core i5,0,1024,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,51300.0
Asus,Ultrabook,14.5,32,2.79,1,0,188.3,Intel Core i7,0,1024,Nvidia GeForce,Nvidia GeForce MX450,Windows,104700.0
Apple,Notebook,16.5,16,1.87,1,1,169.2,Intel Core i7,1024,256,Intel Integrated,Intel Iris Xe Graphics,Windows,114900.0
Dell,Ultrabook,16.4,16,1.43,0,0,126.2,AMD Ryzen 5,0,256,Intel Integrated,Intel UHD Graphics,Windows,65000.0
HP,Notebook,14.8,8,1.66,0,1,213.4,Intel Core i7,1024,1024,AMD Radeon,AMD Radeon Vega 8,Windows,71900.0
Acer,Notebook,14.4,8,2.23,1,1,147.7,AMD Ryzen 5,0,256,Intel Integrated,Intel UHD Graphics,Windows,50200.0
Lenovo,Gaming,12.3,16,1.63,1,1,219.6,AMD Ryzen 5,0,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,90600.0
Dell,Gaming,13.2,8,1.82,1,0,190.1,Intel Core i3,0,1024,Nvidia GeForce,Nvidia GeForce RTX 4060,Linux,99500.0
HP,Gaming,14.1,4,1.64,0,0,139.9,Intel Core i5,500,128,AMD Radeon,AMD Radeon RX 6500M,Windows,69300.0
HP,2 in 1 Convertible,17.0,32,2.5,0,0,215.6,Intel Core i3,500,512,AMD Radeon,AMD Radeon RX 6500M,Mac,74000.0
HP,2 in 1 Convertible,12.1,64,2.13,1,1,154.3,Intel Core i5,0,256,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,136600.0
Lenovo,Notebook,14.3,16,2.53,0,1,208.5,AMD Ryzen 5,0,1024,Intel Integrated,Intel Iris Xe Graphics,Linux,69900.0
Apple,Notebook,15.9,8,1.67,0,0,187.6,AMD Ryzen 7,1024,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,126900.0
Lenovo,Notebook,14.4,8,2.23,0,0,114.0,Intel Core i7,0,1024,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,91200.0
Lenovo,Ultrabook,17.0,4,1.58,0,0,109.1,Intel Core i5,500,128,Intel Integrated,Intel UHD Graphics,Windows,53800.0
Acer,Notebook,15.4,16,1.3,0,1,135.6,AMD Ryzen 7,2048,1024,Intel Integrated,Intel UHD Graphics,Mac,67800.0
Dell,Notebook,14.6,8,2.98,0,0,182.7,AMD Ryzen 5,0,512,Nvidia GeForce,Nvidia GeForce MX450,Windows,51800.0
HP,Notebook,14.3,16,2.7,0,0,197.0,AMD Ryzen 5,0,256,Intel Integrated,Intel UHD Graphics,Windows,51800.0
Lenovo,Gaming,16.9,8,1.57,0,1,139.9,AMD Ryzen 7,0,1024,Intel Integrated,Intel UHD Graphics,Windows,86600.0
MSI,Gaming,12.0,8,2.15,0,1,197.8,Intel Core i7,0,256,Intel Integrated,Intel Iris Xe Graphics,Mac,98400.0
HP,Notebook,13.2,16,1.16,1,0,126.4,Intel Core i7,0,512,Intel Integrated,Intel UHD Graphics,Windows,77400.0
MSI,Notebook,16.7,32,2.84,0,1,148.4,AMD Ryzen 5,500,512,Intel Integrated,Intel Iris Xe Graphics,Windows,83900.0
Dell,2 in 1 Convertible,13.0,8,2.56,0,0,129.9,Intel Core i7,1024,256,Intel Integrated,Intel Iris Xe Graphics,Windows,70900.0
HP,Notebook,17.2,64,1.85,0,0,180.5,AMD Ryzen 5,0,1024,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,119900.0
Lenovo,Notebook,12.7,4,2.79,0,0,210.0,AMD Ryzen 5,500,256,Intel Integrated,Intel Iris Xe Graphics,Linux,39300.0
Dell,Notebook,12.2,4,2.36,0,0,128.1,Intel Core i3,2048,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,49100.0
Apple,Gaming,17.0,16,1.7,0,1,143.7,Intel Core i7,0,128,AMD Radeon,AMD Radeon RX 6600M,Windows,135100.0
Apple,Notebook,14.7,4,1.91,1,1,126.9,Intel Core i5,1024,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,96600.0
HP,Notebook,15.4,32,2.54,0,0,183.3,Intel Core i7,0,256,Intel Integrated,Intel UHD Graphics,Windows,82100.0
Dell,Notebook,13.7,8,2.39,0,0,147.0,Intel Core i7,500,256,Intel Integrated,Intel Iris Xe Graphics,Windows,57200.0
Dell,Gaming,16.6,16,1.37,0,0,105.4,Intel Core i7,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,87000.0
MSI,Notebook,17.2,64,2.61,0,1,203.9,Intel Core i5,500,512,Intel Integrated,Intel Iris Xe Graphics,Windows,116200.0
Asus,Notebook,14.0,8,1.35,0,1,162.8,Intel Core i5,0,512,Intel Integrated,Intel UHD Graphics,Windows,62700.0
Acer,Notebook,16.5,8,1.34,1,1,201.6,Intel Core i5,500,512,AMD Radeon,AMD Radeon RX 6500M,Windows,55500.0
Acer,Notebook,15.5,8,2.29,0,0,107.2,Intel Core i3,1024,512,Intel Integrated,Intel UHD Graphics,No OS,28900.0
Dell,Ultrabook,13.9,8,1.15,0,1,201.0,Intel Core i5,500,1024,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,89300.0
Acer,Ultrabook,12.5,4,1.79,0,1,115.3,AMD Ryzen 5,0,1024,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,93300.0
Lenovo,Gaming,16.7,16,2.39,0,1,135.5,Intel Core i3,0,256,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,85800.0
Lenovo,Notebook,12.4,4,2.68,1,1,112.4,Intel Core i5,1024,512,Intel Integrated,Intel UHD Graphics,Windows,46200.0
HP,Ultrabook,12.4,4,2.65,1,1,207.9,Intel Core i7,0,1024,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,108700.0
HP,Notebook,12.6,64,1.94,0,1,219.5,Intel Core i7,0,1024,Intel Integrated,Intel UHD Graphics,Windows,121500.0
Apple,Ultrabook,15.6,8,2.5,0,0,168.7,Intel Core i5,0,1024,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,121700.0
Asus,2 in 1 Convertible,12.7,8,2.93,0,0,170.3,Intel Core i7,0,128,Intel Integrated,Intel Iris Xe Graphics,Windows,58300.0
Dell,Notebook,13.3,32,2.09,0,0,171.8,Intel Core i7,2048,256,AMD Radeon,AMD Radeon RX 6500M,Linux,84000.0
MSI,Ultrabook,15.8,32,2.95,1,0,216.0,Intel Core i7,500,1024,Intel Integrated,Intel Iris Xe Graphics,No OS,115400.0
HP,Notebook,14.9,64,1.82,0,0,160.7,Intel Core i5,2048,512,AMD Radeon,AMD Radeon RX 6500M,No OS,102900.0
MSI,Notebook,15.1,16,1.97,0,0,149.8,Intel Core i7,0,256,Intel Integrated,Intel UHD Graphics,Windows,76400.0
Asus,Ultrabook,13.5,8,1.84,0,1,125.1,Intel Core i3,500,512,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,66800.0
Lenovo,Gaming,15.0,8,1.43,1,1,204.4,Intel Core i5,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,78000.0
Acer,Notebook,14.3,16,2.67,0,0,212.9,Intel Core i3,2048,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,59600.0
Lenovo,Netbook,11.7,32,1.38,0,1,141.0,AMD Ryzen 5,0,128,AMD Radeon,AMD Radeon Vega 8,Windows,69500.0
Asus,Notebook,11.9,16,2.81,0,0,153.1,Intel Core i3,1024,1024,AMD Radeon,AMD Radeon Vega 8,Windows,56100.0
Lenovo,Notebook,13.0,32,1.41,0,0,157.4,Intel Core i3,1024,1024,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,104000.0
HP,Gaming,12.1,8,1.41,0,0,146.4,Intel Core i3,0,256,AMD Radeon,AMD Radeon RX 6600M,Windows,66700.0
Dell,Ultrabook,14.6,64,1.48,0,0,210.1,AMD Ryzen 5,1024,1024,AMD Radeon,AMD Radeon Vega 8,Windows,124900.0
Asus,Ultrabook,14.2,32,2.97,0,1,181.7,Intel Core i5,500,128,Nvidia GeForce,Nvidia GeForce MX450,Windows,89800.0
Dell,Notebook,15.4,16,1.88,0,0,102.9,Intel Core i5,0,256,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,72100.0
Dell,Notebook,16.1,16,2.14,0,1,108.7,Intel Core i5,1024,256,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,94200.0
Acer,Gaming,11.7,8,2.64,0,1,144.7,Intel Core i7,0,128,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,85900.0
Lenovo,Ultrabook,13.9,16,2.99,0,1,147.5,Intel Core i3,1024,256,Nvidia GeForce,Nvidia GeForce RTX 4060,No OS,80700.0
Asus,Ultrabook,14.0,8,2.23,0,0,156.6,Intel Core i7,0,512,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,81300.0
Acer,Ultrabook,13.1,16,2.18,0,1,173.2,Intel Core i5,0,256,Intel Integrated,Intel UHD Graphics,Windows,63500.0
Lenovo,2 in 1 Convertible,13.0,4,1.71,0,0,168.9,Intel Core i3,500,128,Intel Integrated,Intel Iris Xe Graphics,Windows,42500.0
Apple,Notebook,11.7,32,2.2,1,1,197.2,Intel Core i5,1024,512,AMD Radeon,AMD Radeon RX 6600M,Windows,134200.0
HP,Ultrabook,15.0,16,1.23,1,0,186.8,AMD Ryzen 5,500,512,Intel Integrated,Intel UHD Graphics,Mac,69800.0
Dell,Gaming,15.4,16,2.87,0,0,206.3,Intel Core i5,500,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,105900.0
Dell,Gaming,13.4,4,1.36,0,1,103.0,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce MX450,Mac,70700.0
HP,Ultrabook,12.8,64,2.33,1,0,193.8,AMD Ryzen 5,2048,512,Intel Integrated,Intel UHD Graphics,Windows,119800.0
Asus,Gaming,13.7,8,1.49,0,1,147.8,Intel Core i3,1024,512,Nvidia GeForce,Nvidia GeForce MX450,Windows,72100.0
Acer,2 in 1 Convertible,16.4,8,2.92,0,0,107.5,Intel Core i5,0,256,Intel Integrated,Intel Iris Xe Graphics,Windows,52100.0
Apple,Gaming,13.2,32,1.29,1,0,106.5,Intel Core i7,0,256,Intel Integrated,Intel Iris Xe Graphics,Mac,140800.0
Apple,Notebook,17.0,8,2.36,0,1,213.5,Intel Core i5,0,1024,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,117300.0
Apple,Netbook,12.8,4,1.47,1,1,176.3,Intel Core i5,0,512,AMD Radeon,AMD Radeon Vega 8,No OS,88800.0
MSI,2 in 1 Convertible,13.9,16,2.44,1,0,136.5,Intel Core i3,0,512,Intel Integrated,Intel UHD Graphics,No OS,65500.0
HP,Notebook,17.0,8,2.57,0,0,101.3,Intel Core i7,0,2048,Intel Integrated,Intel UHD Graphics,Windows,79500.0
Dell,Ultrabook,11.8,8,1.89,0,0,156.9,Intel Core i5,0,1024,AMD Radeon,AMD Radeon Vega 8,Mac,68800.0
Asus,Ultrabook,14.2,8,2.53,0,0,171.5,AMD Ryzen 7,1024,512,Intel Integrated,Intel UHD Graphics,Windows,69600.0
Lenovo,2 in 1 Convertible,12.2,16,2.07,0,1,190.3,Intel Core i7,500,1024,Intel Integrated,Intel UHD Graphics,Windows,78400.0
HP,Gaming,15.7,8,1.17,1,0,106.5,Intel Core i5,0,128,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,95200.0
Asus,2 in 1 Convertible,16.6,16,2.38,0,0,104.5,AMD Ryzen 5,500,256,Intel Integrated,Intel Iris Xe Graphics,Windows,62000.0
HP,Notebook,13.9,8,2.66,0,1,100.1,Intel Core i5,0,256,Intel Integrated,Intel UHD Graphics,Windows,42200.0
Dell,Notebook,13.7,8,2.96,1,1,164.4,AMD Ryzen 5,500,256,Nvidia GeForce,Nvidia GeForce MX450,Linux,54300.0
HP,Notebook,11.7,16,1.18,1,0,120.6,Intel Core i5,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,62900.0
Lenovo,Gaming,16.9,32,2.66,1,0,134.1,Intel Core i5,0,256,AMD Radeon,AMD Radeon RX 6600M,Windows,95300.0
Lenovo,2 in 1 Convertible,15.3,8,2.36,0,0,195.2,Intel Core i5,2048,256,Intel Integrated,Intel UHD Graphics,No OS,57600.0
HP,Notebook,12.6,8,2.9,0,1,113.0,AMD Ryzen 7,1024,256,Intel Integrated,Intel UHD Graphics,Windows,50800.0
Lenovo,Gaming,16.3,16,2.86,1,1,180.6,AMD Ryzen 7,1024,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,129200.0
Dell,Notebook,13.0,8,2.32,0,1,143.5,AMD Ryzen 5,0,256,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,46200.0
Dell,Ultrabook,12.0,16,2.72,0,0,110.4,Intel Core i5,0,512,AMD Radeon,AMD Radeon Vega 8,Linux,65800.0
HP,Notebook,16.2,8,1.31,0,1,185.8,Intel Core i5,0,512,Intel Integrated,Intel UHD Graphics,Windows,50300.0
Acer,Notebook,17.0,16,2.24,1,0,130.8,Intel Core i5,500,256,Nvidia GeForce,Nvidia GeForce MX450,Windows,50200.0
HP,Gaming,16.3,8,2.84,0,0,151.7,Intel Core i5,1024,512,Nvidia GeForce,Nvidia GeForce RTX 3060,Mac,80200.0
Lenovo,Notebook,15.8,8,1.14,0,0,170.0,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,70700.0
Asus,Ultrabook,11.8,8,1.3,0,0,173.6,AMD Ryzen 5,2048,256,AMD Radeon,AMD Radeon RX 6500M,Windows,65300.0
HP,Notebook,11.8,64,1.56,0,1,166.1,Intel Core i5,500,512,Nvidia GeForce,Nvidia GeForce GTX 1650,Linux,108900.0
Lenovo,Notebook,16.9,16,2.04,0,0,201.1,Intel Core i7,0,256,AMD Radeon,AMD Radeon RX 6600M,Windows,78300.0
Dell,Ultrabook,12.5,16,2.12,0,0,125.4,Intel Core i3,500,256,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,88200.0
MSI,Gaming,16.9,16,1.59,0,1,114.6,Intel Core i5,500,512,AMD Radeon,AMD Radeon Vega 8,Windows,89400.0
Asus,Notebook,12.3,16,1.45,0,0,103.0,Intel Core i5,0,512,Intel Integrated,Intel Iris Xe Graphics,Windows,58400.0
Acer,Notebook,12.1,8,2.35,0,0,167.0,Intel Core i5,1024,1024,AMD Radeon,AMD Radeon Vega 8,Windows,55300.0
HP,2 in 1 Convertible,11.8,4,2.28,0,0,180.7,Intel Core i5,0,256,AMD Radeon,AMD Radeon Vega 8,Windows,52300.0
Dell,Notebook,16.4,8,1.47,0,1,107.4,Intel Core i7,0,256,Intel Integrated,Intel Iris Xe Graphics,Windows,62200.0
MSI,Notebook,12.2,8,2.27,1,0,178.5,Intel Core i5,1024,512,Intel Integrated,Intel UHD Graphics,Mac,68800.0
MSI,Netbook,16.5,16,2.43,0,1,154.7,Intel Core i5,0,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,65500.0
Dell,Notebook,12.9,16,1.29,0,1,189.2,Intel Core i7,500,1024,Intel Integrated,Intel UHD Graphics,No OS,76000.0
Lenovo,Notebook,14.9,16,1.87,1,1,207.9,Intel Core i7,0,256,Intel Integrated,Intel UHD Graphics,Windows,67300.0
Asus,Notebook,13.7,8,2.42,1,1,154.0,Intel Core i5,1024,512,Intel Integrated,Intel UHD Graphics,Windows,54500.0
Acer,Ultrabook,14.8,4,1.17,0,1,206.2,Intel Core i3,1024,512,Intel Integrated,Intel Iris Xe Graphics,Windows,55000.0
Acer,Notebook,14.0,16,1.51,0,1,219.7,Intel Core i3,0,256,Intel Integrated,Intel Iris Xe Graphics,Windows,40000.0
HP,Netbook,15.3,16,2.96,0,1,152.1,AMD Ryzen 5,1024,256,Intel Integrated,Intel UHD Graphics,Windows,49200.0
Dell,Notebook,13.3,32,1.54,0,0,179.6,Intel Core i3,1024,2048,AMD Radeon,AMD Radeon RX 6500M,Windows,102800.0
Asus,Gaming,14.0,16,1.88,0,0,183.0,Intel Core i7,0,128,Nvidia GeForce,Nvidia GeForce RTX 3050,Windows,98300.0
HP,Ultrabook,15.7,8,2.88,0,0,190.8,Intel Core i7,2048,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,89000.0
Lenovo,2 in 1 Convertible,12.8,32,2.16,0,1,161.5,Intel Core i5,1024,512,Intel Integrated,Intel Iris Xe Graphics,Windows,93900.0
MSI,Notebook,11.7,4,1.81,1,0,154.8,Intel Core i5,0,128,Intel Integrated,Intel UHD Graphics,No OS,48300.0
Dell,Notebook,15.7,8,1.45,0,0,192.9,Intel Core i3,500,512,Intel Integrated,Intel UHD Graphics,Windows,43500.0
Asus,Ultrabook,16.1,64,1.58,0,1,194.2,Intel Core i5,0,1024,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,144900.0
HP,Netbook,12.4,16,1.64,0,0,219.9,Intel Core i3,0,512,Intel Integrated,Intel UHD Graphics,Windows,55200.0
HP,Notebook,13.6,16,2.29,1,1,168.4,Intel Core i7,1024,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,82100.0
Asus,Gaming,17.3,8,2.12,0,0,120.3,AMD Ryzen 7,0,1024,AMD Radeon,AMD Radeon Vega 8,Windows,79900.0
Dell,Gaming,12.4,32,2.65,0,1,103.5,Intel Core i5,0,128,AMD Radeon,AMD Radeon RX 6600M,Windows,93300.0
Acer,Notebook,12.9,16,1.6,0,1,161.3,Intel Core i5,500,2048,Nvidia GeForce,Nvidia GeForce MX450,Windows,80300.0
Asus,Notebook,12.1,16,1.85,1,0,216.0,AMD Ryzen 7,0,256,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,92900.0
Apple,Notebook,12.6,8,1.33,0,0,198.6,Intel Core i3,0,512,Nvidia GeForce,Nvidia GeForce RTX 3060,Windows,101600.0
Lenovo,Netbook,13.0,16,2.46,0,0,181.2,Intel Core i3,500,512,Intel Integrated,Intel Iris Xe Graphics,Windows,39900.0
Acer,Ultrabook,13.4,32,2.39,0,0,158.0,Intel Core i5,1024,256,Intel Integrated,Intel Iris Xe Graphics,Windows,78800.0
Asus,Notebook,13.7,8,2.96,1,1,129.0,Intel Core i3,0,256,AMD Radeon,AMD Radeon Vega 8,Linux,33800.0
Acer,Notebook,15.5,8,1.22,0,0,149.1,Intel Core i5,1024,512,Intel Integrated,Intel UHD Graphics,Linux,50700.0
Lenovo,Notebook,14.1,16,1.1,0,0,186.7,Intel Core i5,500,512,Intel Integrated,Intel UHD Graphics,Windows,71700.0
Lenovo,Notebook,12.6,16,1.71,0,0,116.0,AMD Ryzen 7,500,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,72800.0
Lenovo,Notebook,14.4,16,1.6,1,0,198.8,Intel Core i3,0,1024,Intel Integrated,Intel UHD Graphics,Windows,65500.0
Asus,Gaming,12.5,8,1.38,1,0,156.1,Intel Core i3,1024,512,Nvidia GeForce,Nvidia GeForce RTX 4060,Windows,94400.0
HP,Notebook,17.0,16,2.69,0,0,188.3,Intel Core i5,0,512,Nvidia GeForce,Nvidia GeForce RTX 3050,Mac,66800.0
Asus,Gaming,17.3,4,1.52,0,0,102.6,Intel Core i3,1024,512,AMD Radeon,AMD Radeon RX 6600M,Windows,65200.0
HP,2 in 1 Convertible,15.6,16,1.2,0,0,211.4,Intel Core i7,0,256,Intel Integrated,Intel Iris Xe Graphics,Linux,74700.0
MSI,Gaming,16.3,16,2.43,0,0,141.2,Intel Core i7,0,256,Intel Integrated,Intel UHD Graphics,Linux,80800.0
Dell,Gaming,16.3,8,1.9,1,1,129.2,Intel Core i7,0,256,Nvidia GeForce,Nvidia GeForce RTX 4060,Mac,98900.0
Dell,2 in 1 Convertible,14.1,8,2.14,0,1,169.9,Intel Core i5,0,256,Intel Integrated,Intel UHD Graphics,Windows,59700.0
Dell,Notebook,17.3,16,1.64,1,1,152.9,Intel Core i5,500,1024,Nvidia GeForce,Nvidia GeForce GTX 1650,Windows,75800.0
HP,Notebook,12.3,16,2.73,1,1,122.1,Intel Core i3,500,1024,AMD Radeon,AMD Radeon RX 6500M,Windows,67800.0
Asus,Ultrabook,17.0,8,1.14,0,0,214.5,Intel Core i5,1024,1024,Intel Integrated,Intel Iris Xe Graphics,Windows,79600.0
